objid,ra,dec,gflux,rflux
1237662636914835815,245.594209910904,7.44035485614925,59.55123,209.6266
1237668348686173368,245.323973946357,8.06156010116427,1.965942,12.74945
1237668330965370042,245.375753483213,7.98340169636734,2.388272,17.31276
1237668348149432983,245.426292398899,7.5892702751782,39.928,136.9024
1237668348149367400,245.33352387891,7.61860222163822,8.567862,42.16655
1237662637451445137,245.219558581082,7.90415260308958,14.32076,55.44889
1237668348686107229,245.137257641512,8.10043653677123,9.287557,39.37565
1237662637451445418,245.120014522591,8.0252479947236,3.721707,19.10786
1237668348686042307,245.040646783307,8.11163723177179,2.41027,14.69598
1237662200438718590,245.284681914088,7.27811312397644,0.7100239,13.07656
1237662637451117751,244.419505857845,8.16815568377155,3.234595,23.59281
1237662637988053196,244.686748731199,8.43236920903172,18.81157,67.22306
1237668348685845364,244.590426768202,8.36703039383782,1.699725,12.87563
1237668331501912770,244.715303145938,8.58757240113795,15.72306,57.77207
1237662638524924536,244.700849302124,8.91550243548441,11.04258,48.15671
1237668349222781510,244.817221689893,8.61661186948048,4.088695,22.79688
1237662638524989657,244.883820992192,8.85162897564911,1.690453,13.5801
1237662637988184148,244.897949271146,8.41452814443266,4.951969,24.29457
1237668349222847069,244.929380860012,8.63230409809557,19.86268,69.18783
1237662638525055785,245.034615161056,8.70322951181617,13.38787,48.02488
1237662637988184639,244.962207971578,8.39680855569512,45.23282,120.3355
1237668270843298248,245.114737729498,9.21593948942743,10.95674,43.04696
1237668349759718064,245.090757128842,8.93993351783543,14.10933,56.62155
1237662638525251957,245.414488879619,8.65390365469008,14.21968,61.54891
1237662638525186861,245.320520051461,8.77034088261907,4.380087,23.67344
1237662638525252389,245.439224320808,8.62649491597418,2.088985,14.92174
1237668270843429200,245.461682080473,9.10816211695152,82.0748,240.6785
1237668270843364480,245.24262401695,9.21209507790256,2.925041,14.91356
1237668349759848944,245.409633312762,8.92442214119978,5.948602,28.58722
1237662638525318454,245.682382231937,8.58504877230929,2.185204,13.16573
1237668349223174697,245.627184289933,8.4090492075324,6.631122,32.61448
1237662637988512408,245.643171153851,8.18511527001477,3.628099,23.66759
1237668349223175180,245.68290920896,8.38128400298348,2.514139,16.21416
1237668270843560627,245.662006763212,9.02924426304078,12.67304,45.39375
1237668349759980074,245.69224417707,8.85369549482826,3.69648,18.7345
1237668349759979922,245.60044033405,8.8302564299805,4.056253,21.67582
1237668332039307634,245.925432475218,8.49335256362092,4.228134,21.77541
1237662638525448969,245.888432149064,8.52794950309114,6.312593,30.54902
1237668270843560688,245.788061504564,9.10840308582427,5.437441,25.49628
